source_text,target_text
how many ships ended up being 'captured'?,(ship['disposition_of_ship'] == 'captured').sum()
list the name and tonnage ordered by in descending alphaetical order for the names.,"ship[['name', 'tonnage']].sort_values('name', ascending=false)"
"list the name, date and result of each battle.","battle[['name', 'date']]"
what is maximum and minimum death toll caused each time?,"death['killed'].agg(['max', 'min'])"
what is the average number of injuries caused each time?,death['injured'].mean()
what are the death and injury situations caused by the ship with tonnage 't'?,"pd.merge(death, ship, left_on='caused_by_ship_id', right_on='id').query('tonnage==""t""')[['killed','injured']]"
what are the name and results of the battles when the bulgarian commander is not 'boril',"battle.loc[battle['bulgarian_commander'] != 'boril', ['name', 'result']]"
what are the different ids and names of the battles that lost any 'brig' type shipes?,"pd.merge(battle, ship.loc[lambda x: x['ship_type'] == 'brig'], left_on='id', right_on='lost_in_battle')[['id', 'name']].drop_duplicates()"
what are the ids and names of the battles that led to more than 10 people killed in total.,"pd.merge(pd.merge(battle, ship, left_on='id', right_on='lost_in_battle'), death, left_on='lost_in_battle', right_on='caused_by_ship_id').groupby(['id', 'name']).sum().loc[lambda x: x['killed'] > 10].reset_index()[['id', 'name']]"
what is the ship id and name that caused most total injuries?,"death.merge(ship, left_on='caused_by_ship_id', right_on='id').groupby(['id', 'name']).size().sort_values(ascending=false).head(1).reset_index()[['id', 'name']]"
what are the distinct battle names which are between bulgarian commander 'kaloyan' and latin commander 'baldwin i'?,"battle.loc[(battle['bulgarian_commander'] == 'kaloyan') & (battle['latin_commander'] == 'baldwin i'), 'name']"
how many different results are there for the battles?,battle['result'].nunique()
how many battles did not lose any ship with tonnage '225'?,"len(battle[~battle['id'].isin(ship.loc[ship['tonnage']==225, 'lost_in_battle'])])"
list the name and date the battle that has lost the ship named 'lettice' and the ship named 'hms atalanta',"pd.merge(battle[battle['id'].isin(ship.query(""name == 'lettice' or name == 'hms atalanta'"")['lost_in_battle'])].query(""name == 'lettice'"").loc[:, ['name', 'date']], battle[battle['id'].isin(ship.query(""name == 'lettice' or name == 'hms atalanta'"")['lost_in_battle'])].query(""name == 'hms atalanta'"").loc[:, ['name', 'date']]).reset_index(drop=true)"
"show names, results and bulgarian commanders of the battles with no ships lost in the 'english channel'.","battle.merge(ship, left_on='id', right_on='lost_in_battle', how='left', indicator=true).loc[lambda x: x['_merge']=='left_only', ['name', 'result', 'bulgarian_commander']].reset_index(drop=true)"
what are the notes of the death events which has substring 'east'?,"death.loc[death['note'].str.contains('east'), 'note']"
what are all the addresses including line 1 and line 2?,"addresses[['line_1', 'line_2']]"
what is the first and second line for all addresses?,"addresses[['line_1', 'line_2']]"
how many courses in total are listed?,courses.shape[0]
how many courses are there?,courses.shape[0]
how is the math course described?,"courses.loc[courses['course_name'] == 'math', 'course_description']"
what are the descriptions for all the math courses?,"courses.loc[courses['course_name'] == 'math', 'course_description']"
what is the zip code of the address in the city port chelsea?,"addresses.loc[lambda x: x['city']=='port chelsea', 'zip_postcode']"
what is the zip code for port chelsea?,"addresses.loc[lambda x: x['city']=='port chelsea', 'zip_postcode']"
which department offers the most number of degrees? list department name and id.,"pd.merge(degree_programs, departments, on='department_id').groupby('department_id').size().reset_index(name='count').sort_values('count', ascending=false).iloc[0][['department_name', 'department_id']]"
what is the name and id of the department with the most number of degrees ?,"degree_programs.merge(departments, on='department_id').groupby('department_name')['department_id'].count().sort_values(ascending=false).head(1).reset_index()[['department_name', 'department_id']]"
how many departments offer any degree?,degree_programs['department_id'].nunique()
how many different departments offer degrees?,degree_programs['department_id'].nunique()
how many different degree names are offered?,degree_programs['degree_summary_name'].nunique()
how many different degrees are offered?,degree_programs['degree_summary_name'].nunique()
how many degrees does the engineering department offer?,"department.loc[lambda x: x['department_name']=='engineer'].merge(degree_program, on='department_id').shape[0]"
how many degrees does the engineering department have?,"department.loc[lambda x: x['department_name']=='engineer'].merge(degree_program, on='department_id').shape[0]"
what are the names and descriptions of all the sections?,"sections[['section_name', 'section_description']]"
what are the names and descriptions for all the sections?,"sections[['section_name', 'section_description']]"
what are the names and id of courses having at most 2 sections?,"pd.merge(courses, sections, on='course_id').groupby(['course_id', 'course_name']).filter(lambda x: len(x) <= 2)[['course_id', 'course_name']].drop_duplicates()"
what are the names and ids of every course with less than 2 sections?,"pd.merge(courses, sections, on='course_id').groupby(['course_id', 'course_name']).filter(lambda x: len(x) <= 2)[['course_id', 'course_name']].drop_duplicates()"
list the section_name in reversed lexicographical order.,"sections.sort_values('section_name', ascending=false)['section_name']"
what are the names of the sections in reverse alphabetical order?,"sections.sort_values('section_name', ascending=false)['section_name']"
what is the semester which most student registered in? show both the name and the id.,"pd.merge(semesters, student_enrolment, on='semester_id').groupby('semester_id').agg({'semester_name': 'first', 'semester_id': 'count'}).sort_values('semester_id', ascending=false).iloc[0][['semester_name', 'semester_id']]"
"for each semester, what is the name and id of the one with the most students registered?","pd.merge(semesters, student_enrolment, on='semester_id').groupby('semester_id').agg({'semester_name': 'first', 'semester_id': 'count'}).sort_values('semester_id', ascending=false).iloc[0][['semester_name', 'semester_id']]"
what is the description of the department whose name has the substring the computer?,"departments.loc[departments['department_name'].str.contains('computer'), 'department_description']"
what is the department description for the one whose name has the word computer?,"departments.loc[departments['department_name'].str.contains('computer'), 'department_description']"
"who are enrolled in 2 degree programs in one semester? list the first name, middle name and last name and the id.","students.merge(student_enrolment, on='student_id').groupby(['first_name', 'middle_name', 'last_name', 'student_id']).filter(lambda x: len(x) == 2)[['first_name', 'middle_name', 'last_name', 'student_id']]"
